판매ID,날짜,채널명,거래처명,대분류,중분류,제품명,색상,원가,단가,수량,할인율,매출금액,매출원가,매출이익
563,2017-05-11,매장,태성무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",5,0.00%,"9,553,200","2,582,280","6,970,920"
564,2017-05-11,매장,신세기상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",9,0.00%,"1,943,892","164,592","1,779,300"
565,2017-05-11,매장,샤론통상,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
566,2017-05-11,매장,언더우드상사,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",13,0.00%,"2,168,400","1,105,572","1,062,828"
567,2017-08-12,매장,한진무역,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",13,0.00%,"197,496","179,400","18,096"
568,2017-05-13,매장,ITM,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",1,0.00%,"215,988","18,288","197,700"
569,2017-05-13,카탈로그,투프린트,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"20,940","45,540",3,0.00%,"136,620","62,820","73,800"
570,2017-05-14,대리점,명성,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",9,0.00%,"5,075,676","2,334,096","2,741,580"
571,2017-05-14,대리점,가나전자,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",1,0.00%,"1,910,640","115,020","1,795,620"
572,2017-05-14,온라인,k마켓,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",5,0.00%,"899,940","298,140","601,800"
573,2017-08-14,매장,한진무역,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",13,0.00%,"4,024,800","1,850,940","2,173,860"
574,2017-05-15,매장,혜성 백화점,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",2,0.00%,"1,677,600","771,456","906,144"
575,2017-05-15,매장,태화상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",5,0.00%,"243,300","111,900","131,400"
576,2017-05-16,매장,미림 백화점,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",3,0.00%,"71,640","36,540","35,100"
577,2017-05-16,매장,신영상사,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",13,0.00%,"466,440","214,500","251,940"
578,2017-05-16,매장,월드링크,TV & 비디오,TV,"32"" LCD HDTV M130",White,"397,584","599,988",9,0.00%,"5,399,892","3,578,256","1,821,636"
579,2017-05-16,매장,알프스무역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"551,280","1,198,800",10,0.00%,"11,988,000","5,512,800","6,475,200"
580,2017-05-17,매장,서주무역,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",13,0.00%,"5,928,000","1,431,612","4,496,388"
581,2017-05-17,매장,유미백화점,휴대폰,스마트 폰,PDA Handheld 4.7 inch L650,Black,"154,656","466,800",2,0.00%,"933,600","309,312","624,288"
582,2017-05-17,매장,미림상사,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",3,0.00%,"1,799,964","1,417,104","382,860"
583,2017-05-17,매장,금강,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",7,0.00%,"13,374,480","92,316","13,282,164"
584,2017-05-18,매장,양정물산,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",3,0.00%,"928,800","427,140","501,660"
585,2017-05-18,매장,세종물산,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",1,0.00%,"159,588","11,004","148,584"
586,2017-05-18,매장,알프스무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",1,0.00%,"35,880","16,500","19,380"
587,2017-05-18,매장,대한상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",9,0.00%,"17,195,760","4,648,104","12,547,656"
588,2017-05-19,매장,신세기상사,컴퓨터,랩탑,노트북19W M0196,Blue,"516,456","1,558,800",5,0.00%,"7,794,000","2,582,280","5,211,720"
589,2017-05-19,매장,삼양상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","202,342",2,0.00%,"404,684","393,600","11,084"
590,2017-05-20,매장,샤론통상,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",3,0.00%,"647,964","178,920","469,044"
591,2017-05-20,매장,신세기상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",2,0.00%,"3,821,280","230,040","3,591,240"
592,2017-05-20,매장,언더우드상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",8,0.00%,"15,285,120","5,064,288","10,220,832"
593,2017-05-21,매장,대한상사,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",8,0.00%,"1,276,704","88,032","1,188,672"
594,2017-05-21,매장,신성무역,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",9,0.00%,"12,797,676","4,240,080","8,557,596"
595,2017-05-21,매장,ABC상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",13,0.00%,"24,838,320","8,229,468","16,608,852"
596,2017-05-22,매장,ITM,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",13,0.00%,"24,838,320","8,229,468","16,608,852"
597,2017-05-22,카탈로그,투프린트,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",5,0.00%,"659,700","303,360","356,340"
598,2017-05-23,매장,태성무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
599,2017-05-23,온라인,k마켓,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",13,0.00%,"4,196,400","1,929,720","2,266,680"
600,2017-05-23,대리점,명성,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",1,0.00%,"1,910,640","13,188","1,897,452"
601,2017-05-24,매장,신성무역,카메라 & 캠코더,캠코더,Business Videographer 1/2'' 3mm M500,Grey,"485,616","1,056,000",10,0.00%,"10,560,000","4,856,160","5,703,840"
602,2017-05-24,매장,혜성 백화점,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","261,130",1,0.00%,"261,130","258,180","2,950"
603,2017-05-24,매장,신세기상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",1,0.00%,"1,910,640","115,020","1,795,620"
604,2017-05-24,매장,신영상사,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",7,0.00%,"1,117,116","77,028","1,040,088"
605,2017-05-25,매장,미림 백화점,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",10,0.00%,"4,296,000","1,968,000","2,328,000"
606,2017-05-26,매장,월드링크,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",5,0.00%,"9,553,200","3,165,180","6,388,020"
607,2017-05-26,매장,진흥,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",1,0.00%,"838,800","385,728","453,072"
608,2017-05-26,매장,서주무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",10,0.00%,"358,800","165,000","193,800"
609,2017-05-26,매장,미림상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",1,0.00%,"299,988","99,396","200,592"
610,2017-05-28,매장,금강,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",1,0.00%,"456,000","110,124","345,876"
611,2017-05-29,매장,우주전산,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",5,0.00%,"659,700","303,360","356,340"
612,2017-05-29,매장,세종물산,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
613,2017-05-29,매장,삼양상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","205,981",8,0.00%,"1,647,848","1,574,400","73,448"
614,2017-05-29,매장,신세기상사,TV & 비디오,TV,"32"" LCD HDTV M130",White,"397,584","599,988",3,0.00%,"1,799,964","1,192,752","607,212"
615,2017-05-29,매장,이화무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
616,2017-05-30,온라인,J마켓,컴퓨터,컴퓨터 액세서리,브라이트 라이트 배터리 E20,White,"16,452","32,280",10,0.00%,"322,800","164,520","158,280"
617,2017-09-30,매장,한진무역,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",10,0.00%,"3,096,000","1,423,800","1,672,200"
618,2017-05-30,매장,샤론통상,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",9,0.00%,"1,728,000","788,400","939,600"
619,2017-05-30,매장,ABC상사,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",3,0.00%,"1,691,892","778,032","913,860"
620,2017-05-30,매장,대한상사,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",10,0.00%,"334,800","153,960","180,840"
621,2017-05-31,대리점,명성,음반 & 영화,영화 DVD,DVD 38 DVD 저장 바인더 E25,Black,"59,640","61,988",1,0.00%,"61,988","59,640","2,348"
622,2017-05-31,대리점,가나전자,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",3,0.00%,"824,400","379,116","445,284"
623,2017-05-31,카탈로그,투프린트,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
624,2017-05-31,온라인,J마켓,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
625,2017-06-01,매장,한미전자,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",1,0.00%,"159,588","11,004","148,584"
626,2017-06-01,매장,미림 백화점,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",2,0.00%,"549,600","252,744","296,856"
627,2017-06-01,매장,혜성 백화점,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,0.00%,"2,208,000","1,254,180","953,820"
628,2017-06-01,매장,오성통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",10,0.00%,"19,106,400","1,150,200","17,956,200"
629,2017-06-01,매장,동광통상,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",1,0.00%,"838,800","385,728","453,072"
630,2017-06-01,매장,태화상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",9,0.00%,"2,473,200","1,137,348","1,335,852"
631,2017-06-02,매장,진흥,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",4,0.00%,"768,000","350,400","417,600"
632,2017-06-02,매장,태강교역,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",5,0.00%,"2,999,940","2,361,840","638,100"
633,2017-06-02,매장,신영상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",3,0.00%,"824,400","379,116","445,284"
634,2017-06-03,매장,대진상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",10,0.00%,"151,920","138,000","13,920"
635,2017-06-03,매장,베네디스,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",9,0.00%,"4,104,000","991,116","3,112,884"
636,2017-06-03,매장,미림상사,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",8,0.00%,"1,536,000","700,800","835,200"
637,2017-06-04,매장,동광통상,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"397,584","405,226",1,0.00%,"405,226","397,584","7,642"
638,2017-06-04,매장,양정물산,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",10,0.00%,"1,799,880","596,280","1,203,600"
639,2017-06-04,매장,금강,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",5,0.00%,"1,614,000","742,200","871,800"
640,2017-06-05,매장,글로리아 백화정,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
641,2017-06-06,매장,유미백화점,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",3,0.00%,"899,964","298,188","601,776"
642,2017-06-06,매장,한미전자,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",1,0.00%,"15,192","13,800","1,392"
643,2017-06-07,매장,동광통상,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
644,2017-06-07,매장,오성통상,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","261,209",10,0.00%,"2,612,090","2,581,800","30,290"
645,2017-06-07,매장,미림 백화점,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",2,0.00%,"319,176","22,008","297,168"
646,2017-06-07,매장,혜성 백화점,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",5,0.00%,"179,400","82,500","96,900"
647,2017-06-08,매장,한미전자,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",1,0.00%,"191,988","100,944","91,044"
648,2017-06-09,매장,서주무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",3,0.00%,"5,731,920","1,899,108","3,832,812"
649,2017-06-09,매장,진흥,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",4,0.00%,"194,640","89,520","105,120"
650,2017-06-10,매장,미림상사,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","203,835",8,0.00%,"1,630,680","1,574,400","56,280"
651,2017-06-10,매장,베네디스,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",9,0.00%,"5,075,676","2,334,096","2,741,580"
652,2017-06-10,매장,혜성 백화점,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Green,"87,600","192,000",3,0.00%,"576,000","262,800","313,200"
653,2017-06-11,매장,양정물산,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",13,0.00%,"4,196,400","1,929,720","2,266,680"
654,2017-06-11,매장,대진상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",13,0.00%,"3,572,400","1,642,836","1,929,564"
655,2017-06-11,매장,금강,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",5,0.00%,"1,079,940","91,440","988,500"
656,2017-06-11,매장,우주전산,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",3,0.00%,"145,980","67,140","78,840"
657,2017-06-12,매장,세종물산,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",1,0.00%,"838,800","385,728","453,072"
658,2017-06-12,매장,우주전산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",3,20.00%,"5,731,920","1,899,108","3,832,812"
659,2017-06-12,매장,유미백화점,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",3,0.00%,"539,964","178,884","361,080"
660,2017-06-13,매장,삼양상사,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",1,0.00%,"456,000","110,124","345,876"
661,2017-06-13,매장,혜성 백화점,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","206,036",9,0.00%,"1,854,324","1,771,200","83,124"
662,2017-06-13,매장,한미전자,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",5,0.00%,"9,553,200","3,165,180","6,388,020"
663,2017-06-14,매장,태화상사,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"397,584","400,439",1,0.00%,"400,439","397,584","2,855"
664,2017-06-14,매장,동광통상,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",5,0.00%,"834,000","425,220","408,780"
665,2017-06-15,매장,미림 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",2,0.00%,"3,821,280","22,008","3,799,272"
666,2017-06-15,매장,삼화상사,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,0.00%,"2,208,000","1,254,180","953,820"
667,2017-06-15,매장,오성통상,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",2,0.00%,"431,976","119,280","312,696"
668,2017-06-15,매장,언더우드상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",3,20.00%,"5,731,920","33,012","5,698,908"
669,2017-06-16,매장,월드링크,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",3,0.00%,"738,000","339,372","398,628"
670,2017-06-16,온라인,미림 백화점,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",1,0.00%,"599,988","472,368","127,620"
671,2017-06-17,매장,서주무역,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",4,0.00%,"720,000","238,560","481,440"
672,2017-06-17,매장,진흥,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",8,0.00%,"15,285,120","105,504","15,179,616"
673,2017-06-17,매장,미림상사,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",9,0.00%,"1,436,292","99,036","1,337,256"
674,2017-06-17,매장,베네디스,컴퓨터,랩탑,노트북12 M2002,Red,"628,188","632,738",13,0.00%,"8,225,594","8,166,444","59,150"
675,2017-06-18,매장,글로리아 백화정,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",7,0.00%,"923,580","424,704","498,876"
676,2017-06-18,매장,동도교역,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",1,0.00%,"1,421,964","471,120","950,844"
677,2017-06-18,매장,세종물산,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",1,0.00%,"456,000","110,124","345,876"
678,2017-06-18,매장,협우상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",13,0.00%,"4,196,400","1,929,720","2,266,680"
679,2017-06-18,매장,우주전산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",13,0.00%,"24,838,320","8,229,468","16,608,852"
680,2017-06-19,매장,삼양상사,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","268,085",5,0.00%,"1,340,425","1,290,900","49,525"
681,2017-06-19,매장,신세기상사,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",9,0.00%,"11,879,892","5,463,180","6,416,712"
682,2017-06-19,매장,이화무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
683,2017-06-19,매장,태성무역,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",2,0.00%,"263,880","121,344","142,536"
684,2017-06-20,매장,샤론통상,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",2,0.00%,"79,176","36,408","42,768"
685,2017-09-20,매장,한진무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",5,0.00%,"1,499,940","496,980","1,002,960"
686,2017-06-20,매장,한미전자,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",8,0.00%,"2,582,400","1,187,520","1,394,880"
687,2017-06-21,매장,태화상사,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",3,0.00%,"3,959,964","1,821,060","2,138,904"
688,2017-06-21,매장,오성통상,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",8,0.00%,"2,476,800","1,139,040","1,337,760"
689,2017-06-21,매장,미림 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",9,0.00%,"17,195,760","4,648,104","12,547,656"
690,2017-06-22,매장,미림상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
691,2017-06-22,매장,베네디스,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",7,0.00%,"2,259,600","1,039,080","1,220,520"
692,2017-06-22,매장,진흥,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",1,0.00%,"1,200,000","397,584","802,416"
693,2017-06-22,매장,서주무역,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",13,0.00%,"2,168,400","1,105,572","1,062,828"
694,2017-06-22,매장,월드링크,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",5,0.00%,"7,109,820","2,355,600","4,754,220"
695,2017-06-22,매장,태강교역,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",13,0.00%,"2,340,000","775,320","1,564,680"
696,2017-06-23,매장,우주전산,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",5,0.00%,"797,940","55,020","742,920"
697,2017-06-23,매장,금강,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
698,2017-06-23,매장,대진상사,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",3,0.00%,"478,764","33,012","445,752"
699,2017-06-24,매장,태강교역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",2,0.00%,"3,821,280","230,040","3,591,240"
700,2017-06-24,매장,동도교역,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",2,0.00%,"1,199,976","944,736","255,240"
701,2017-06-24,매장,글로리아 백화정,컴퓨터,랩탑,노트북12 M2002,Red,"628,188","631,469",13,0.00%,"8,209,097","8,166,444","42,653"
702,2017-06-24,매장,신영상사,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",5,0.00%,"197,940","91,020","106,920"
703,2017-06-25,매장,한미전자,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",5,0.00%,"1,499,940","496,980","1,002,960"
704,2017-06-25,매장,알프스무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",2,0.00%,"3,821,280","1,032,912","2,788,368"
705,2017-06-26,매장,태화상사,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",3,0.00%,"3,959,964","1,821,060","2,138,904"
706,2017-06-26,매장,동광통상,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
707,2017-06-26,매장,오성통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",4,0.00%,"7,642,560","2,532,144","5,110,416"
708,2017-06-26,매장,서주무역,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",8,0.00%,"3,648,000","880,992","2,767,008"
709,2017-06-26,매장,혜성 백화점,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","204,688",8,0.00%,"1,637,504","1,574,400","63,104"
710,2017-06-27,매장,미림 백화점,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","200,870",8,0.00%,"1,606,960","1,574,400","32,560"
711,2017-06-27,매장,진흥,컴퓨터,랩탑,노트북19W M0196,Blue,"516,456","1,558,800",3,0.00%,"4,676,400","1,549,368","3,127,032"
712,2017-06-27,매장,베네디스,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",4,0.00%,"1,099,200","505,488","593,712"
713,2017-06-27,매장,미림상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",3,0.00%,"5,731,920","1,549,368","4,182,552"
714,2017-06-28,매장,대진상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
715,2017-06-28,매장,진흥,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",13,0.00%,"3,198,000","1,470,612","1,727,388"
716,2017-06-28,매장,협우상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",7,0.00%,"340,620","156,660","183,960"
717,2017-06-28,매장,미림상사,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",1,0.00%,"1,200,000","397,584","802,416"
718,2017-06-28,매장,신영상사,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","200,312",5,0.00%,"1,001,560","984,000","17,560"
719,2017-06-28,매장,태강교역,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",13,0.00%,"2,168,400","1,105,572","1,062,828"
720,2017-06-28,매장,협우상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","204,658",8,0.00%,"1,637,264","1,574,400","62,864"
721,2017-06-28,매장,베네디스,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
722,2017-06-29,매장,대진상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",1,0.00%,"179,988","59,628","120,360"
723,2017-06-29,매장,우주전산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",1,0.00%,"1,910,640","115,020","1,795,620"
724,2017-06-30,매장,글로리아 백화정,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",1,0.00%,"274,800","126,372","148,428"
725,2017-06-30,매장,세종물산,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",9,0.00%,"1,620,000","536,760","1,083,240"
