판매ID,날짜,채널명,거래처명,대분류,중분류,제품명,색상,원가,단가,수량,할인율,매출금액,매출원가,매출이익
165,2016-05-24,매장,금강,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",3,0.00%,"540,000","178,920","361,080"
166,2016-05-25,매장,동광통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",9,0.00%,"17,195,760","1,035,180","16,160,580"
167,2016-05-25,매장,태화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",5,0.00%,"9,553,200","2,582,280","6,970,920"
168,2016-05-25,매장,양정물산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
169,2016-05-25,매장,오성통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",1,0.00%,"1,910,640","516,456","1,394,184"
170,2016-05-26,매장,이화무역,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",1,0.00%,"246,000","113,124","132,876"
171,2016-05-26,매장,삼화상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",2,0.00%,"645,600","296,880","348,720"
172,2016-05-26,매장,태강교역,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",2,0.00%,"2,639,976","1,214,040","1,425,936"
173,2016-05-26,매장,세종물산,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",7,0.00%,"2,099,916","695,772","1,404,144"
174,2016-05-27,매장,협우상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",1,0.00%,"180,000","59,640","120,360"
175,2016-05-28,온라인,글로리아 백화정,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",1,0.00%,"1,319,988","607,020","712,968"
176,2016-05-29,매장,대한상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",2,0.00%,"30,384","27,600","2,784"
177,2016-05-29,온라인,k마켓,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Black,"196,800","393,600",4,0.00%,"1,574,400","787,200","787,200"
178,2016-05-29,매장,한미전자,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
179,2016-05-29,매장,ABC상사,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",10,0.00%,"334,800","153,960","180,840"
180,2016-05-30,매장,태성무역,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",8,0.00%,"1,968,000","904,992","1,063,008"
181,2016-05-30,매장,동도교역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",3,0.00%,"2,516,400","1,157,184","1,359,216"
182,2016-05-30,매장,신영상사,컴퓨터,랩탑,노트북15.4W M0156,Black,"59,640","909,600",3,0.00%,"2,728,800","178,920","2,549,880"
183,2016-05-31,온라인,k마켓,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
184,2016-06-01,매장,삼화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",2,0.00%,"3,821,280","230,040","3,591,240"
185,2016-06-01,매장,유미백화점,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",5,0.00%,"197,940","91,020","106,920"
186,2016-06-01,매장,알프스무역,컴퓨터,컴퓨터 액세서리,홈 / 사무실 노트북 전원 어댑터 E300,Black,"15,600","30,600",1,0.00%,"30,600","15,600","15,000"
187,2016-06-01,매장,양정물산,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",8,20.00%,"2,198,400","1,010,976","1,187,424"
188,2016-06-02,매장,알프스무역,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",8,20.00%,"2,198,400","1,010,976","1,187,424"
189,2016-06-02,매장,월드링크,컴퓨터,랩탑,노트북12 M0120,Black,"126,372","459,540",8,0.00%,"3,676,320","1,010,976","2,665,344"
190,2016-06-03,매장,협우상사,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",10,0.00%,"358,800","165,000","193,800"
191,2016-06-04,매장,삼양상사,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"397,584","404,064",9,0.00%,"3,636,576","3,578,256","58,320"
192,2016-06-04,매장,한진무역,컴퓨터,랩탑,노트북12 M0120,Black,"258,180","459,540",25,20.00%,"11,488,500","6,454,500","5,034,000"
193,2016-06-04,매장,우주전산,컴퓨터,랩탑,노트북12 M0120,Black,"258,180","459,540",3,0.00%,"1,378,620","774,540","604,080"
194,2016-06-05,매장,신세기상사,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",1,0.00%,"456,000","110,124","345,876"
195,2016-06-05,매장,이화무역,휴대폰,스마트 폰,PDA Handheld 4.7 inch L650,Black,"154,656","466,800",13,0.00%,"6,068,400","2,010,528","4,057,872"
196,2016-06-05,매장,언더우드상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",2,0.00%,"3,821,280","26,376","3,794,904"
197,2016-06-06,매장,샤론통상,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",5,0.00%,"167,400","76,980","90,420"
198,2016-06-06,매장,태성무역,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",2,0.00%,"97,320","44,760","52,560"
199,2016-06-07,매장,한진무역,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",8,0.00%,"10,559,904","4,856,160","5,703,744"
200,2016-06-07,매장,삼화상사,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",2,0.00%,"2,639,976","1,214,040","1,425,936"
201,2016-06-07,매장,태화상사,컴퓨터,랩탑,노트북12 M0120,Black,"148,440","459,540",9,0.00%,"4,135,860","1,335,960","2,799,900"
202,2016-06-07,매장,한미전자,컴퓨터,랩탑,노트북12 M0120,Black,"148,440","459,540",30,20.00%,"13,786,200","4,453,200","9,333,000"
203,2016-06-08,매장,대한상사,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"20,940","45,540",3,0.00%,"136,620","62,820","73,800"
204,2016-06-08,매장,ABC상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",4,0.00%,"720,000","238,560","481,440"
205,2016-06-08,온라인,신성무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",3,0.00%,"539,964","178,884","361,080"
206,2016-06-10,매장,협우상사,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","267,121",9,0.00%,"2,404,089","2,323,620","80,469"
207,2016-06-10,매장,ITM,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",8,0.00%,"389,280","179,040","210,240"
208,2016-06-11,매장,협우상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",13,0.00%,"3,198,000","1,470,612","1,727,388"
209,2016-06-12,매장,동도교역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",7,0.00%,"13,374,480","77,028","13,297,452"
210,2016-06-12,매장,알프스무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",1,0.00%,"179,988","59,628","120,360"
211,2016-06-12,온라인,J마켓,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",13,0.00%,"24,838,320","143,052","24,695,268"
212,2016-06-13,온라인,k마켓,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",13,0.00%,"4,196,400","1,929,720","2,266,680"
213,2016-06-14,온라인,태화상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",3,0.00%,"45,576","41,400","4,176"
214,2016-06-14,매장,태화상사,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"397,584","545,540",1,0.00%,"545,540","397,584","147,956"
215,2016-06-15,매장,신성무역,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",13,0.00%,"310,440","158,340","152,100"
216,2016-06-17,매장,신영상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",3,0.00%,"5,731,920","1,899,108","3,832,812"
217,2016-06-17,매장,ITM,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",1,0.00%,"1,910,640","13,188","1,897,452"
218,2016-06-17,매장,ABC상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",1,0.00%,"274,800","126,372","148,428"
219,2016-06-18,매장,알프스무역,컴퓨터,랩탑,노트북15.4W M0156,Black,"126,372","909,600",3,0.00%,"2,728,800","379,116","2,349,684"
220,2016-06-18,매장,금강,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",3,0.00%,"576,000","262,800","313,200"
221,2016-06-18,매장,대진상사,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",5,0.00%,"7,109,820","2,355,600","4,754,220"
222,2016-06-18,매장,한미전자,컴퓨터,랩탑,노트북12 M0120,Black,"126,372","459,540",25,20.00%,"11,488,500","3,159,300","8,329,200"
223,2016-06-19,매장,협우상사,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",7,0.00%,"923,580","424,704","498,876"
224,2016-06-19,매장,유미백화점,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
225,2016-06-19,온라인,J마켓,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",1,0.00%,"429,600","196,800","232,800"
226,2016-06-20,온라인,k마켓,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",3,0.00%,"71,640","36,540","35,100"
227,2016-06-21,매장,우주전산,컴퓨터,랩탑,노트북12 M0120,Black,"142,380","459,540",10,20.00%,"4,595,400","1,423,800","3,171,600"
228,2016-06-21,매장,삼화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",13,0.00%,"24,838,320","143,052","24,695,268"
229,2016-06-21,매장,동광통상,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",1,0.00%,"180,000","59,640","120,360"
230,2016-06-21,매장,동광통상,컴퓨터,랩탑,노트북15.4W M0156,Black,"126,372","909,600",4,0.00%,"3,638,400","505,488","3,132,912"
231,2016-06-22,매장,한미전자,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",9,0.00%,"17,195,760","118,692","17,077,068"
232,2016-06-22,매장,이화무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",25,20.00%,"8,070,000","3,711,000","4,359,000"
233,2016-06-22,매장,태화상사,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,0.00%,"2,208,000","1,254,180","953,820"
234,2016-06-24,매장,혜성 백화점,음반 & 영화,영화 DVD,DVD 14인치 플레이어 휴대용 L200,White,"115,296","347,988",1,0.00%,"347,988","115,296","232,692"
235,2016-06-24,매장,태화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",9,0.00%,"17,195,760","1,035,180","16,160,580"
236,2016-06-24,매장,월드링크,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",2,0.00%,"3,821,280","1,032,912","2,788,368"
237,2016-06-25,매장,태화상사,컴퓨터,랩탑,노트북12 M2002,Red,"628,188","633,481",13,0.00%,"8,235,253","8,166,444","68,809"
238,2016-06-25,매장,동광통상,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",2,0.00%,"645,600","296,880","348,720"
239,2016-06-26,매장,오성통상,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","205,599",2,0.00%,"411,198","393,600","17,598"
240,2016-06-27,매장,미림 백화점,음반 & 영화,영화 DVD,DVD 14인치 플레이어 휴대용 L200,White,"115,296","347,988",5,0.00%,"1,739,940","576,480","1,163,460"
241,2016-06-28,매장,삼화상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",8,0.00%,"2,582,400","1,187,520","1,394,880"
242,2016-06-28,매장,삼화상사,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",1,0.00%,"131,940","60,672","71,268"
243,2016-06-28,매장,삼화상사,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",9,0.00%,"11,879,892","5,463,180","6,416,712"
244,2016-06-29,매장,금강,컴퓨터,랩탑,노트북15.4W M0156,Black,"148,440","909,600",3,0.00%,"2,728,800","445,320","2,283,480"
245,2016-06-29,매장,월드링크,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
246,2016-06-30,매장,동도교역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",13,0.00%,"24,838,320","1,495,260","23,343,060"
247,2016-06-30,매장,양정물산,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"397,584","398,769",5,0.00%,"1,993,845","1,987,920","5,925"
248,2016-06-30,매장,금강,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",2,0.00%,"549,600","252,744","296,856"
249,2016-07-02,매장,신영상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",4,0.00%,"7,642,560","2,065,824","5,576,736"
250,2016-07-04,매장,서주무역,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",8,0.00%,"1,535,904","807,552","728,352"
251,2016-07-11,매장,대한상사,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",13,0.00%,"7,799,844","6,140,784","1,659,060"
252,2016-07-12,매장,진흥,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",9,0.00%,"17,195,760","118,692","17,077,068"
253,2016-07-13,매장,한진무역,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","354,800",1,0.00%,"354,800","258,180","96,620"
254,2016-07-19,대리점,명성,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",7,0.00%,"3,007,200","1,377,600","1,629,600"
255,2016-07-22,매장,미림상사,컴퓨터,랩탑,노트북12 M2002,Red,"628,188","634,717",13,0.00%,"8,251,321","8,166,444","84,877"
256,2016-07-25,매장,동광통상,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",10,0.00%,"2,748,000","1,263,720","1,484,280"
257,2016-07-30,매장,협우상사,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",5,0.00%,"167,400","76,980","90,420"
258,2016-07-30,매장,베네디스,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",13,0.00%,"1,715,220","788,736","926,484"
259,2016-08-01,대리점,명성,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",8,0.00%,"1,055,520","485,376","570,144"
260,2016-08-03,매장,금강,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","264,346",10,0.00%,"2,643,460","2,581,800","61,660"
261,2016-08-04,매장,양정물산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",1,0.00%,"1,910,640","13,188","1,897,452"
262,2016-08-04,매장,우주전산,음반 & 영화,영화 DVD,DVD 14인치 플레이어 휴대용 L200,White,"115,296","347,988",1,0.00%,"347,988","115,296","232,692"
263,2016-08-06,매장,세종물산,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",7,0.00%,"2,259,600","1,039,080","1,220,520"
264,2016-08-10,온라인,동도교역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
265,2016-08-10,매장,글로리아 백화정,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
266,2016-08-14,온라인,알프스무역,컴퓨터,랩탑,노트북19W M0196,Blue,"516,456","1,558,800",1,0.00%,"1,558,800","516,456","1,042,344"
267,2016-08-18,매장,유미백화점,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,0.00%,"2,208,000","1,254,180","953,820"
268,2016-08-23,매장,삼양상사,음반 & 영화,영화 DVD,DVD 38 DVD 저장 바인더 E25,Black,"59,640","67,606",9,0.00%,"608,454","536,760","71,694"
269,2016-08-25,매장,신세기상사,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",1,0.00%,"33,480","15,396","18,084"
270,2016-08-25,매장,이화무역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",10,0.00%,"8,388,000","3,857,280","4,530,720"
271,2016-08-26,매장,협우상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
272,2016-08-26,온라인,J마켓,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Green,"87,600","192,000",3,0.00%,"576,000","262,800","313,200"
273,2016-08-26,매장,신영상사,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",3,0.00%,"1,799,964","1,417,104","382,860"
274,2016-08-27,매장,언더우드상사,휴대폰,스마트 폰,PDA Handheld 4.7 inch L650,Black,"154,656","466,800",2,0.00%,"933,600","309,312","624,288"
275,2016-08-27,온라인,k마켓,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",4,0.00%,"95,520","48,720","46,800"
276,2016-08-29,매장,태성무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",2,0.00%,"71,760","33,000","38,760"
277,2016-08-30,매장,샤론통상,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",5,0.00%,"900,000","298,200","601,800"
278,2016-09-04,매장,한진무역,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",8,0.00%,"316,704","145,632","171,072"
279,2016-09-06,매장,신성무역,컴퓨터,랩탑,노트북12 M2002,Red,"628,188","630,521",3,0.00%,"1,891,563","1,884,564","6,999"
280,2016-09-06,매장,대한상사,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",3,0.00%,"107,640","49,500","58,140"
281,2016-09-08,매장,ABC상사,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",4,0.00%,"4,800,000","1,590,336","3,209,664"
282,2016-09-12,매장,ITM,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",8,0.00%,"2,399,904","795,168","1,604,736"
283,2016-09-16,매장,알프스무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",10,0.00%,"3,228,000","1,484,400","1,743,600"
284,2016-09-16,매장,협우상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
285,2016-09-19,온라인,J마켓,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",10,0.00%,"1,919,880","1,009,440","910,440"
286,2016-09-21,온라인,k마켓,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",10,0.00%,"1,668,000","850,440","817,560"
287,2016-09-25,매장,동광통상,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Silver,"146,316","441,600",5,0.00%,"2,208,000","731,580","1,476,420"
288,2016-09-29,매장,태화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",3,0.00%,"5,731,920","1,549,368","4,182,552"
289,2016-09-29,온라인,한미전자,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",10,0.00%,"13,199,880","6,070,200","7,129,680"
290,2016-10-01,매장,혜성 백화점,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,0.00%,"48,660","22,380","26,280"
291,2016-10-03,매장,이화무역,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",8,0.00%,"4,511,712","2,074,752","2,436,960"
292,2016-10-04,매장,베네디스,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",1,0.00%,"1,319,988","607,020","712,968"
293,2016-10-04,매장,태성무역,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",10,0.00%,"4,560,000","1,101,240","3,458,760"
294,2016-10-04,매장,언더우드상사,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",9,0.00%,"1,728,000","788,400","939,600"
295,2016-10-04,매장,오성통상,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",1,0.00%,"154,800","78,924","75,876"
296,2016-10-04,매장,태화상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",1,0.00%,"15,192","13,800","1,392"
297,2016-10-04,매장,동광통상,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",7,0.00%,"1,167,600","595,308","572,292"
298,2016-10-05,매장,미림 백화점,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",3,0.00%,"3,600,000","1,192,752","2,407,248"
299,2016-10-05,매장,협우상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",10,0.00%,"2,159,880","182,880","1,977,000"
300,2016-10-06,매장,삼화상사,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",1,0.00%,"131,940","60,672","71,268"
301,2016-10-07,매장,태화상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
302,2016-10-07,온라인,J마켓,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",1,0.00%,"1,910,640","11,004","1,899,636"
303,2016-10-08,매장,금강,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",2,0.00%,"383,976","201,888","182,088"
304,2016-10-09,매장,태강교역,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",5,0.00%,"7,109,820","2,355,600","4,754,220"
305,2016-10-10,매장,오성통상,컴퓨터,랩탑,노트북15.4W M0156,Black,"113,124","909,600",5,0.00%,"4,548,000","565,620","3,982,380"
306,2016-10-10,온라인,월드링크,카메라 & 캠코더,캠코더,Social Videographer 1/3'' 8.5mm E200,Grey,"100,944","198,000",9,0.00%,"1,782,000","908,496","873,504"
307,2016-10-11,매장,신영상사,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",1,0.00%,"599,988","472,368","127,620"
308,2016-10-11,매장,서주무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",10,0.00%,"19,106,400","110,040","18,996,360"
309,2016-10-12,매장,진흥,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",10,0.00%,"1,799,880","596,280","1,203,600"
310,2016-10-12,매장,베네디스,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",5,0.00%,"659,700","303,360","356,340"
311,2016-10-13,매장,미림상사,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",2,0.00%,"384,000","175,200","208,800"
312,2016-10-14,온라인,베네디스,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",5,0.00%,"960,000","438,000","522,000"
313,2016-10-14,매장,우주전산,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",1,0.00%,"39,588","18,204","21,384"
314,2016-10-15,매장,동도교역,TV & 비디오,TV,"32"" LCD HDTV M130",White,"397,584","599,988",1,0.00%,"599,988","397,584","202,404"
315,2016-10-16,매장,협우상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",8,0.00%,"6,710,400","3,085,824","3,624,576"
316,2016-10-17,매장,글로리아 백화정,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",3,0.00%,"5,731,920","39,564","5,692,356"
317,2016-10-19,매장,대한상사,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",3,0.00%,"118,764","54,612","64,152"
318,2016-10-19,매장,ABC상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",8,0.00%,"15,285,120","88,032","15,197,088"
319,2016-10-22,매장,대진상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",3,0.00%,"45,576","41,400","4,176"
320,2016-10-23,매장,금강,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",3,0.00%,"899,964","298,188","601,776"
321,2016-10-24,매장,우주전산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",4,0.00%,"7,642,560","2,065,824","5,576,736"
322,2016-10-24,온라인,세종물산,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",9,0.00%,"3,974,400","2,257,524","1,716,876"
323,2016-10-24,온라인,양정물산,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",8,0.00%,"2,582,400","1,187,520","1,394,880"
324,2016-10-24,매장,태강교역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",7,0.00%,"2,259,600","1,039,080","1,220,520"
325,2016-10-25,매장,글로리아 백화정,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",10,0.00%,"19,106,400","1,150,200","17,956,200"
326,2016-10-26,매장,동도교역,컴퓨터,컴퓨터 액세서리,홈 / 사무실 노트북 전원 어댑터 E300,Black,"15,600","30,600",10,0.00%,"306,000","156,000","150,000"
327,2016-10-27,매장,태성무역,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",10,0.00%,"5,639,640","2,593,440","3,046,200"
328,2016-10-29,매장,유미백화점,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",3,0.00%,"539,964","178,884","361,080"
329,2016-10-30,매장,삼화상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",5,0.00%,"900,000","298,200","601,800"
