판매ID,날짜,채널명,거래처명,대분류,중분류,제품명,색상,원가,단가,수량,할인율,매출금액,매출원가,매출이익
2416,2020-04-30,매장,ITM,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Black,"15,396","33,480",8,20.00%,"267,840","123,168","144,672"
2417,2020-05-01,매장,한미전자,오디오,MP4 & MP3,8GB MP3 Player new model M820,White,"85,044","166,800",8,0.00%,"1,334,400","680,352","654,048"
2418,2020-05-01,매장,태화상사,오디오,블루투스 헤드폰,블루투스 스테레오 헤드폰 E52,Pink,"148,440","322,800",6,0.00%,"1,936,800","890,640","1,046,160"
2419,2020-05-01,매장,동광통상,휴대폰,터치 스크린 폰,터치 스크린 폰 4-와이어 / 내장 M205,Black,"99,396","299,988",6,0.00%,"1,799,928","596,376","1,203,552"
2420,2020-05-01,매장,한미전자,TV & 비디오,TV,"20"" LCD HDTV M120",White,"196,800","199,889",8,0.00%,"1,599,112","1,574,400","24,712"
2421,2020-05-01,매장,혜성 백화점,카메라 & 캠코더,캠코더,Moviemaker 1'' 25mm E400,Black,"633,036","1,910,640",3,0.00%,"5,731,920","1,899,108","3,832,812"
2422,2020-05-02,매장,동광통상,TV & 비디오,TV,"40"" LCD HDTV M690",Silver,"59,640","67,856",13,0.00%,"882,128","775,320","106,808"
2423,2020-05-02,매장,태화상사,오디오,녹음 펜,4GB 비디오 녹화 펜 X200,Black,"148,440","322,800",17,0.00%,"5,487,600","2,523,480","2,964,120"
2424,2020-05-02,매장,혜성 백화점,휴대폰,사무용 및 가정용 전화기,하이브리드 시스템 M60,White,"11,004","159,588",12,0.00%,"1,915,056","132,048","1,783,008"
2425,2020-05-03,매장,월드링크,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Silver,"99,396","299,988",15,0.00%,"4,499,820","1,490,940","3,008,880"
2426,2020-05-03,매장,태강교역,컴퓨터,컴퓨터 액세서리,4 포트 USB 허브 E80 / 노트북 냉각 허브 / 노트북 팬,Gold,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
2427,2020-05-03,매장,오성통상,오디오,블루투스 헤드폰,블루투스 스테레오 헤드폰 E52,Yellow,"196,800","429,600",17,0.00%,"7,303,200","3,345,600","3,957,600"
2428,2020-05-03,매장,삼화상사,TV & 비디오,TV,"20"" LCD HDTV M120",White,"471,120","1,421,964",2,0.00%,"2,843,928","942,240","1,901,688"
2429,2020-05-03,매장,미림 백화점,휴대폰,사무용 및 가정용 전화기,Centrex Phone System L11,Grey,"59,628","179,988",18,0.00%,"3,239,784","1,073,304","2,166,480"
2430,2020-05-03,매장,신영상사,휴대폰,핸드폰 액세서리,오리지널 K1M 리튬 이온 표준 배터리 E170,White,"85,044","166,800",9,0.00%,"1,501,200","765,396","735,804"
2431,2020-05-04,매장,베네디스,휴대폰,스마트 폰,PDA GPS Phone 3.7 inch M930,Black,"148,440","322,800",17,0.00%,"5,487,600","2,523,480","2,964,120"
2432,2020-05-04,매장,미림상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Black,"59,628","179,988",1,0.00%,"179,988","59,628","120,360"
2433,2020-05-04,매장,협우상사,휴대폰,핸드폰 액세서리,블루투스 액티브 헤드폰 L15,White,"85,044","166,800",11,0.00%,"1,834,800","935,484","899,316"
2434,2020-05-04,매장,진흥,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Silver,"196,800","202,850",4,0.00%,"811,400","787,200","24,200"
2435,2020-05-05,매장,대진상사,휴대폰,스마트 폰,PDA GPS Phone 3.7 inch M930,Black,"59,640","215,988",4,0.00%,"863,952","238,560","625,392"
2436,2020-05-05,매장,금강,오디오,MP4 & MP3,8GB MP3 Player new model M820,Black,"22,380","48,660",14,0.00%,"681,240","313,320","367,920"
2437,2020-05-06,매장,양정물산,음반 & 영화,영화 DVD,DVD 48 DVD 저장 바인더 M50,Silver,"85,044","166,800",15,0.00%,"2,502,000","1,275,660","1,226,340"
2438,2020-05-07,매장,글로리아 백화정,컴퓨터,모니터,LCD24W X300,White,"397,584","1,200,000",1,0.00%,"1,200,000","397,584","802,416"
2439,2020-05-07,매장,동도교역,오디오,MP4 & MP3,8GB MP3 Player new model M820,White,"385,728","838,800",3,0.00%,"2,516,400","1,157,184","1,359,216"
2440,2020-05-07,매장,세종물산,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"113,124","246,000",6,0.00%,"1,476,000","678,744","797,256"
2441,2020-05-08,매장,삼양상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,망원 변환 렌즈 M350,White,"607,020","1,319,988",5,0.00%,"6,599,940","3,035,100","3,564,840"
2442,2020-05-08,매장,신세기상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Gold,"11,004","159,588",3,0.00%,"478,764","33,012","445,752"
2443,2020-05-08,매장,이화무역,음반 & 영화,영화 DVD,DVD 58 DVD 저장 바인더 M55,Red,"471,120","1,421,964",17,0.00%,"24,173,388","8,009,040","16,164,348"
2444,2020-05-08,매장,샤론통상,컴퓨터,모니터,LCD20 M210,Black,"18,288","215,988",8,0.00%,"1,727,904","146,304","1,581,600"
2445,2020-05-09,매장,한진무역,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"148,440","322,800",5,0.00%,"1,614,000","742,200","871,800"
2446,2020-05-10,매장,ABC상사,TV & 비디오,TV,"52"" LCD HDTV X590",Brown,"59,640","215,988",18,0.00%,"3,887,784","1,073,520","2,814,264"
2447,2020-05-10,매장,신성무역,휴대폰,사무용 및 가정용 전화기,4라인 유선 무선 전화 M203,White,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
2448,2020-05-10,매장,미림 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",Brown,"22,380","48,660",8,0.00%,"389,280","179,040","210,240"
2449,2020-05-10,매장,ITM,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Grey,"11,004","159,588",5,0.00%,"797,940","55,020","742,920"
2450,2020-05-11,온라인,k마켓,카메라 & 캠코더,카메라 & 캠코더 액세서리,USB 케이블 M250,Yellow,"85,044","166,800",4,0.00%,"667,200","340,176","327,024"
2451,2020-05-11,매장,동광통상,컴퓨터,컴퓨터 액세서리,Connectivity Starter Kit Smart Buy M680,White,"516,456","1,910,640",2,0.00%,"3,821,280","1,032,912","2,788,368"
2452,2020-05-11,매장,한미전자,오디오,MP4 & MP3,4G MP3 Player E400,Green,"148,440","322,800",17,0.00%,"5,487,600","2,523,480","2,964,120"
2453,2020-05-11,매장,이화무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Black,"258,180","259,680",14,0.00%,"3,635,520","3,614,520","21,000"
2454,2020-05-11,매장,신영상사,오디오,MP4 & MP3,2G MP3 Player E200,Black,"18,288","215,988",18,0.00%,"3,887,784","329,184","3,558,600"
2455,2020-05-12,매장,혜성 백화점,컴퓨터,컴퓨터 액세서리,ADSL 모뎀 스플리터/필터 X1 E300,Black,"633,036","1,910,640",13,0.00%,"24,838,320","8,229,468","16,608,852"
2456,2020-05-12,매장,한미전자,카메라 & 캠코더,캠코더,Social Videographer 1/2'' 3mm E300,Grey,"13,800","15,192",6,0.00%,"91,152","82,800","8,352"
2457,2020-05-13,매장,미림 백화점,카메라 & 캠코더,카메라 & 캠코더 액세서리,USB 케이블 M250,Black,"20,940","45,540",5,0.00%,"227,700","104,700","123,000"
2458,2020-05-13,매장,오성통상,컴퓨터,컴퓨터 액세서리,울트라 포터블 네오프렌 슬리브 E30,Green,"18,288","215,988",11,0.00%,"2,375,868","201,168","2,174,700"
2459,2020-05-14,온라인,J마켓,휴대폰,사무용 및 가정용 전화기,확장 4 휴대폰 무선 전화 시스템 M206,Grey,"196,800","429,600",1,0.00%,"429,600","196,800","232,800"
2460,2020-05-14,매장,태강교역,오디오,MP4 & MP3,8GB 시계&라디오 MP3 Player X850,Black,"59,628","179,988",4,0.00%,"719,952","238,512","481,440"
2461,2020-05-14,매장,월드링크,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,Pink,"259,344","563,964",17,0.00%,"9,587,388","4,408,848","5,178,540"
2462,2020-05-14,매장,신영상사,오디오,MP4 & MP3,16GB New MP5 Play M1650,Blue,"115,020","1,910,640",8,0.00%,"15,285,120","920,160","14,364,960"
2463,2020-05-14,매장,서주무역,컴퓨터,컴퓨터 액세서리,USB 웨이브 멀티미디어 키보드 E280,White,"142,380","309,600",12,0.00%,"3,715,200","1,708,560","2,006,640"
2464,2020-05-14,매장,삼화상사,컴퓨터,컴퓨터 액세서리,무선 노트북 광학 마우스 M35,Blue,"196,800","429,600",2,0.00%,"859,200","393,600","465,600"
2465,2020-05-15,매장,미림상사,TV & 비디오,TV,"52"" LCD HDTV X590",Brown,"385,728","838,800",9,0.00%,"7,549,200","3,471,552","4,077,648"
2466,2020-05-15,매장,베네디스,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"22,380","48,660",9,0.00%,"437,940","201,420","236,520"
2467,2020-05-15,매장,협우상사,컴퓨터,랩탑,노트북15.4W M1548,Red,"397,584","599,988",6,0.00%,"3,599,928","2,385,504","1,214,424"
2468,2020-05-16,매장,태강교역,오디오,MP4 & MP3,512MB MP3 Player E51,Blue,"551,280","1,198,800",9,0.00%,"10,789,200","4,961,520","5,827,680"
2469,2020-05-16,매장,금강,TV & 비디오,홈시어터,홈 시어터 시스템 5.1 채널 M1530,Black,"12,180","23,880",9,0.00%,"214,920","109,620","105,300"
2470,2020-05-16,매장,태강교역,컴퓨터,프로젝트 & 스크린,스크린 100in E010,White,"196,800","198,587",4,0.00%,"794,348","787,200","7,148"
2471,2020-05-17,매장,유미백화점,카메라 & 캠코더,DSLR 카메라,SLR Camera X150,Orange,"472,368","599,988",16,0.00%,"9,599,808","7,557,888","2,041,920"
2472,2020-05-17,매장,동도교역,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Grey,"110,124","456,000",9,0.00%,"4,104,000","991,116","3,112,884"
2473,2020-05-17,매장,베네디스,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Grey,"148,440","322,800",4,0.00%,"1,291,200","593,760","697,440"
2474,2020-05-17,매장,신세기상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,여행 충전기-S시리즈 배터리 E302,White,"516,456","1,910,640",11,0.00%,"21,017,040","5,681,016","15,336,024"
2475,2020-05-17,매장,월드링크,휴대폰,사무용 및 가정용 전화기,4 라인 확장 무선 전화 시스템 M900,Black,"154,656","466,800",14,0.00%,"6,535,200","2,165,184","4,370,016"
2476,2020-05-18,매장,태성무역,컴퓨터,프로젝트 & 스크린,프로젝트 1080p X980,Silver,"60,672","131,940",18,0.00%,"2,374,920","1,092,096","1,282,824"
2477,2020-05-18,매장,동도교역,컴퓨터,모니터,LCD24 X300,White,"196,800","203,355",2,0.00%,"406,710","393,600","13,110"
2478,2020-05-18,매장,한진무역,컴퓨터,랩탑,노트북12 M0120,White,"11,004","159,588",12,0.00%,"1,915,056","132,048","1,783,008"
2479,2020-05-18,매장,샤론통상,컴퓨터,컴퓨터 액세서리,USB 광 마우스 E200,Blue,"142,380","309,600",13,0.00%,"4,024,800","1,850,940","2,173,860"
2480,2020-05-19,매장,서주무역,컴퓨터,컴퓨터 액세서리,노트북 키보드 X105,Black,"516,456","1,558,800",13,0.00%,"20,264,400","6,713,928","13,550,472"
2481,2020-05-19,매장,ITM,컴퓨터,컴퓨터 액세서리,가죽 케이스 - 디지털 사진 카메라 X20,Black,"196,800","204,840",18,0.00%,"3,687,120","3,542,400","144,720"
2482,2020-05-20,온라인,k마켓,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,White,"18,288","215,988",8,0.00%,"1,727,904","146,304","1,581,600"
2483,2020-05-20,매장,동광통상,카메라 & 캠코더,캠코더,Business Videographer 1/2'' 3mm M500,Black,"633,036","1,910,640",13,0.00%,"24,838,320","8,229,468","16,608,852"
2484,2020-05-20,온라인,J마켓,컴퓨터,컴퓨터 액세서리,무선 레이저 마우스 M55,Grey,"115,020","1,910,640",6,0.00%,"11,463,840","690,120","10,773,720"
2485,2020-05-21,매장,혜성 백화점,카메라 & 캠코더,캠코더,Trendsetter 1/3'' 8.5mm X200,Grey,"607,020","1,319,988",3,0.00%,"3,959,964","1,821,060","2,138,904"
2486,2020-05-21,매장,오성통상,카메라 & 캠코더,DSLR 카메라,SLR Camera M150,Green,"633,036","1,910,640",16,0.00%,"30,570,240","10,128,576","20,441,664"
2487,2020-05-21,매장,태화상사,카메라 & 캠코더,캠코더,"Business Videographer 1"" 25mm M600",Blue,"11,004","159,588",9,0.00%,"1,436,292","99,036","1,337,256"
2488,2020-05-22,매장,삼화상사,컴퓨터,컴퓨터 액세서리,USB 데이터 링크 - 직접 연결 어댑터 E600,White,"60,672","131,940",8,0.00%,"1,055,520","485,376","570,144"
2489,2020-05-22,매장,태강교역,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / 내장 M500,Black,"115,020","1,910,640",2,0.00%,"3,821,280","230,040","3,591,240"
2490,2020-05-23,매장,샤론통상,TV & 비디오,TV,"40"" LCD HDTV M690",Black,"196,800","429,600",13,0.00%,"5,584,800","2,558,400","3,026,400"
2491,2020-05-23,매장,베네디스,오디오,MP4 & MP3,8GB 시계&라디오 MP3 Player X850,Green,"148,440","322,800",18,0.00%,"5,810,400","2,671,920","3,138,480"
2492,2020-05-23,매장,신영상사,TV & 비디오,TV,"42"" LCD HDTV M55",Black,"13,188","1,910,640",13,0.00%,"24,838,320","171,444","24,666,876"
2493,2020-05-23,매장,협우상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Pink,"196,800","429,600",3,0.00%,"1,288,800","590,400","698,400"
2494,2020-05-23,매장,대진상사,컴퓨터,컴퓨터 액세서리,브라이트 라이트 배터리 E22,Pink,"59,628","179,988",16,0.00%,"2,879,808","954,048","1,925,760"
2495,2020-05-23,매장,서주무역,컴퓨터,컴퓨터 액세서리,전원 인버터 - AC 전원 인버터 E900,Black,"196,800","429,600",16,0.00%,"6,873,600","3,148,800","3,724,800"
2496,2020-05-24,매장,베네디스,카메라 & 캠코더,캠코더,"Social Videographer 1/2"" 3mm E300",Orange,"115,296","347,988",17,0.00%,"5,915,796","1,960,032","3,955,764"
2497,2020-05-24,매장,협우상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,디지털 카메라 경량 삼각대 E316,Pink,"258,180","261,333",8,0.00%,"2,090,664","2,065,440","25,224"
2498,2020-05-24,매장,진흥,휴대폰,사무용 및 가정용 전화기,확장 무선 전화 시스템 M008,White,"11,004","159,588",6,0.00%,"957,528","66,024","891,504"
2499,2020-05-24,매장,미림상사,컴퓨터,컴퓨터 액세서리,가죽 케이스 - 디지털 사진 카메라 X20,Grey,"115,020","1,910,640",12,0.00%,"22,927,680","1,380,240","21,547,440"
2500,2020-05-24,매장,우주전산,TV & 비디오,TV,"40"" LCD HDTV M690",Brown,"485,616","1,056,000",7,0.00%,"7,392,000","3,399,312","3,992,688"
2501,2020-05-25,매장,우주전산,카메라 & 캠코더,캠코더,Trendsetter 1/2'' 3mm X300,White,"516,456","1,910,640",4,0.00%,"7,642,560","2,065,824","5,576,736"
2502,2020-05-25,매장,양정물산,컴퓨터,컴퓨터 액세서리,무선 노트북 광학 마우스 X205,Blue,"196,800","429,600",11,0.00%,"4,725,600","2,164,800","2,560,800"
2503,2020-05-26,매장,글로리아 백화정,휴대폰,스마트 폰,4G 메모리 스마트 폰 M300,White,"607,020","1,319,988",8,0.00%,"10,559,904","4,856,160","5,703,744"
2504,2020-05-26,매장,신세기상사,오디오,MP4 & MP3,16GB New MP5 Play M1650,White,"99,396","299,988",17,0.00%,"5,099,796","1,689,732","3,410,064"
2505,2020-05-26,매장,삼양상사,컴퓨터,프로젝트 & 스크린,스크린 113in M1610,Silver,"385,728","838,800",4,0.00%,"3,355,200","1,542,912","1,812,288"
2506,2020-05-26,매장,세종물산,오디오,MP4 & MP3,16GB New MP5 Play M1650,Silver,"148,440","322,800",8,0.00%,"2,582,400","1,187,520","1,394,880"
2507,2020-05-26,매장,베네디스,컴퓨터,모니터,LCD24W X300,Black,"113,124","246,000",11,0.00%,"2,706,000","1,244,364","1,461,636"
2508,2020-05-26,매장,동도교역,컴퓨터,프로젝트 & 스크린,프로젝트 1080p X980,White,"633,036","1,910,640",16,0.00%,"30,570,240","10,128,576","20,441,664"
2509,2020-05-26,매장,알프스무역,오디오,MP4 & MP3,8GB 시계&라디오 MP3 Player X850,Blue,"59,640","215,988",18,0.00%,"3,887,784","1,073,520","2,814,264"
2510,2020-05-27,매장,언더우드상사,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,Green,"59,640","63,319",17,0.00%,"1,076,423","1,013,880","62,543"
2511,2020-05-28,매장,샤론통상,휴대폰,터치 스크린 폰,펜 터치 스크린 폰 M320,Black,"110,124","456,000",15,0.00%,"6,840,000","1,651,860","5,188,140"
2512,2020-05-29,매장,세종물산,카메라 & 캠코더,카메라 & 캠코더 액세서리,렌즈 캡 키퍼 E314,Yellow,"142,380","309,600",9,0.00%,"2,786,400","1,281,420","1,504,980"
2513,2020-05-29,매장,유미백화점,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"148,440","322,800",10,0.00%,"3,228,000","1,484,400","1,743,600"
2514,2020-05-29,매장,한진무역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Silver,"60,672","393,600",4,0.00%,"1,574,400","242,688","1,331,712"
2515,2020-05-29,매장,동도교역,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Black,"13,800","909,600",18,0.00%,"16,372,800","248,400","16,124,400"
2516,2020-05-29,매장,신영상사,휴대폰,스마트 폰,PDA Phone 3.7 inches M340,Silver,"397,584","405,934",5,0.00%,"2,029,670","1,987,920","41,750"
2517,2020-05-29,매장,ITM,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,Black,"13,800","15,192",12,0.00%,"182,304","165,600","16,704"
2518,2020-05-29,매장,ITM,컴퓨터,컴퓨터 액세서리,90W AC / DC 전원 어댑터 E300,Black,"142,380","309,600",14,0.00%,"4,334,400","1,993,320","2,341,080"
2519,2020-05-29,매장,동광통상,카메라 & 캠코더,카메라 & 캠코더 액세서리,충전식 리튬 이온 배터리 팩 E300,Silver,"397,584","599,988",11,0.00%,"6,599,868","4,373,424","2,226,444"
2520,2020-05-30,매장,오성통상,오디오,MP4 & MP3,16GB New MP5 Play M1650,White,"15,396","33,480",4,0.00%,"133,920","61,584","72,336"
2521,2020-05-30,매장,태화상사,컴퓨터,모니터,CRT19 E10,Black,"87,600","192,000",14,0.00%,"2,688,000","1,226,400","1,461,600"
2522,2020-05-30,매장,동광통상,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 E72,Silver,"142,380","309,600",18,0.00%,"5,572,800","2,562,840","3,009,960"
2523,2020-05-30,매장,삼화상사,컴퓨터,컴퓨터 액세서리,가죽 케이스 - 디지털 사진 카메라 X20,Grey,"259,344","563,964",3,0.00%,"1,691,892","778,032","913,860"
2524,2020-05-30,매장,ITM,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 M270,Black,"113,124","246,000",11,0.00%,"2,706,000","1,244,364","1,461,636"
2525,2020-05-30,매장,미림 백화점,컴퓨터,프로젝트 & 스크린,스크린 100in E010,White,"397,584","400,029",17,0.00%,"6,800,493","6,758,928","41,565"
2526,2020-05-30,매장,동도교역,오디오,MP4 & MP3,16GB MP5 Play M1600,Black,"16,452","32,280",2,0.00%,"64,560","32,904","31,656"
2527,2020-05-30,매장,글로리아 백화정,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Black,"59,640","180,000",9,0.00%,"1,620,000","536,760","1,083,240"
2528,2020-05-30,매장,한미전자,카메라 & 캠코더,카메라 & 캠코더 액세서리,디지털 카메라 경량 삼각대 E316,Silver,"196,800","429,600",2,0.00%,"859,200","393,600","465,600"
2529,2020-05-31,매장,미림상사,TV & 비디오,TV,"40"" LCD HDTV M690",Silver,"126,372","274,800",15,0.00%,"4,122,000","1,895,580","2,226,420"
2530,2020-05-31,매장,신영상사,컴퓨터,랩탑,노트북15 M0150,White,"22,380","48,660",14,0.00%,"681,240","313,320","367,920"
2531,2020-05-31,매장,진흥,컴퓨터,컴퓨터 액세서리,울트라 포터블 네오프렌 슬리브 E30,Yellow,"59,640","215,988",17,0.00%,"3,671,796","1,013,880","2,657,916"
2532,2020-06-01,매장,세종물산,카메라 & 캠코더,캠코더,"Trendsetter 1/2"" 3mm X300",Orange,"115,020","1,910,640",5,20.00%,"9,553,200","575,100","8,978,100"
2533,2020-06-01,매장,대진상사,컴퓨터,컴퓨터 액세서리,차량용 전원 어댑터 M90,White,"126,372","274,800",8,20.00%,"2,198,400","1,010,976","1,187,424"
2534,2020-06-01,매장,금강,컴퓨터,컴퓨터 액세서리,ADSL 모뎀 스플리터 / 필터 X 1 E 300,Grey,"385,728","838,800",13,20.00%,"10,904,400","5,014,464","5,889,936"
2535,2020-06-01,매장,베네디스,TV & 비디오,TV,"26"" 720p LCD HDTV M140",Brown,"11,004","159,588",6,20.00%,"957,528","66,024","891,504"
2536,2020-06-01,매장,협우상사,카메라 & 캠코더,캠코더,"Independent Filmmaker 1"" 25mm X400",Blue,"250,836","441,600",2,20.00%,"883,200","501,672","381,528"
2537,2020-06-02,매장,삼양상사,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,Green,"87,600","192,000",6,20.00%,"1,152,000","525,600","626,400"
2538,2020-06-02,매장,서주무역,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,Black,"258,180","267,117",7,0.00%,"1,869,819","1,807,260","62,559"
2539,2020-06-02,매장,글로리아 백화정,컴퓨터,컴퓨터 액세서리,무선 노트북 광학 마우스 X205,Blue,"472,368","599,988",7,20.00%,"4,199,916","3,306,576","893,340"
2540,2020-06-02,매장,유미백화점,카메라 & 캠코더,캠코더,Social Videographer 1/3'' 8.5mm E200,White,"208,180","263,387",18,20.00%,"4,740,966","3,747,240","993,726"
2541,2020-06-03,매장,태성무역,오디오,MP4 & MP3,16GB New MP5 Play M1650,Pink,"13,800","22,122",4,20.00%,"88,488","55,200","33,288"
2542,2020-06-03,매장,언더우드상사,컴퓨터,컴퓨터 액세서리,홈 / 사무실 노트북 전원 어댑터 E300,Grey,"16,500","35,880",18,20.00%,"645,840","297,000","348,840"
2543,2020-06-03,매장,이화무역,카메라 & 캠코더,캠코더,Trendsetter 1/3'' 8.5mm X200,White,"110,124","456,000",10,20.00%,"4,560,000","1,101,240","3,458,760"
2544,2020-06-04,매장,삼양상사,컴퓨터,프로젝트 & 스크린,스크린 113in M1610,Black,"142,380","309,600",1,0.00%,"309,600","142,380","167,220"
2545,2020-06-04,매장,유미백화점,TV & 비디오,TV,"40"" LCD HDTV M690",Silver,"397,584","400,833",6,0.00%,"2,404,998","2,385,504","19,494"
2546,2020-06-04,매장,신성무역,휴대폰,사무용 및 가정용 전화기,확장 2 휴대폰 무선 전화 시스템 M205,Grey,"146,800","199,310",10,20.00%,"1,993,100","1,468,000","525,100"
2547,2020-06-04,매장,태화상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,Black,"142,380","309,600",13,0.00%,"4,024,800","1,850,940","2,173,860"
2548,2020-06-05,매장,ABC상사,휴대폰,터치 스크린 폰,터치 스크린 전화 적외선 M901,Black,"148,440","322,800",7,20.00%,"2,259,600","1,039,080","1,220,520"
2549,2020-06-05,매장,ITM,컴퓨터,컴퓨터 액세서리,노트북 키보드 X105,White,"148,440","322,800",11,20.00%,"3,550,800","1,632,840","1,917,960"
2550,2020-06-05,매장,동도교역,휴대폰,사무용 및 가정용 전화기,확장 4 휴대폰 무선 전화 시스템 M206,Black,"148,440","322,800",18,0.00%,"5,810,400","2,671,920","3,138,480"
2551,2020-06-06,매장,알프스무역,카메라 & 캠코더,캠코더,Trendsetter 1'' 25mm X400,Grey,"18,288","215,988",11,0.00%,"2,375,868","201,168","2,174,700"
2552,2020-06-06,온라인,k마켓,오디오,MP4 & MP3,32GB 비디오 MP3 Player M3200,White,"13,800","22,250",14,20.00%,"311,500","193,200","118,300"
2553,2020-06-06,매장,신영상사,휴대폰,터치 스크린 폰,터치 스크린 폰 용량 M908,Black,"18,288","215,988",4,20.00%,"863,952","73,152","790,800"
2554,2020-06-06,온라인,J마켓,휴대폰,스마트 폰,4G 메모리 스마트 폰 M300,Grey,"99,396","299,988",7,20.00%,"2,099,916","695,772","1,404,144"
2555,2020-06-07,매장,오성통상,카메라 & 캠코더,카메라 & 캠코더 액세서리,사이버 샷 디지털 카메라 어댑터 E306,Blue,"128,180","260,096",13,20.00%,"3,381,248","1,666,340","1,714,908"
2556,2020-06-07,매장,동광통상,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"16,500","35,880",7,20.00%,"251,160","115,500","135,660"
2557,2020-06-07,매장,태화상사,카메라 & 캠코더,캠코더,"Home and Vacation Moviemaker 1"" 25mm M400",Blue,"11,004","159,588",8,20.00%,"1,276,704","88,032","1,188,672"
2558,2020-06-07,매장,태강교역,컴퓨터,컴퓨터 액세서리,USB 광 마우스 E200,White,"258,180","261,923",6,0.00%,"1,571,538","1,549,080","22,458"
2559,2020-06-07,매장,한미전자,카메라 & 캠코더,카메라 & 캠코더 액세서리,사이버 샷 디지털 카메라 어댑터 E306,Black,"22,380","48,660",10,20.00%,"486,600","223,800","262,800"
2560,2020-06-08,매장,미림 백화점,컴퓨터,컴퓨터 액세서리,렌즈 캡 E80,Black,"59,640","180,000",10,20.00%,"1,800,000","596,400","1,203,600"
2561,2020-06-08,매장,삼화상사,휴대폰,터치 스크린 폰,터치 스크린 폰 4-와이어 / 내장 M205,Gold,"196,800","429,600",16,20.00%,"6,873,600","3,148,800","3,724,800"
2562,2020-06-08,매장,신영상사,휴대폰,스마트 폰,PDA Phone 3.5 inches M320,White,"196,800","429,600",4,0.00%,"1,718,400","787,200","931,200"
2563,2020-06-09,매장,월드링크,컴퓨터,컴퓨터 액세서리,Reserve Pen - 태블릿 펜 E200,Grey,"22,380","48,660",11,20.00%,"535,260","246,180","289,080"
2564,2020-06-09,매장,태강교역,휴대폰,사무용 및 가정용 전화기,3 휴대폰 무선 전화 시스템 E30,Black,"633,036","1,910,640",15,20.00%,"28,659,600","9,495,540","19,164,060"
2565,2020-06-10,매장,이화무역,컴퓨터,컴퓨터 액세서리,ADSL 모뎀 스플리터 / 필터 X 1 E 300,Grey,"87,600","192,000",10,0.00%,"1,920,000","876,000","1,044,000"
2566,2020-06-10,매장,서주무역,카메라 & 캠코더,카메라 & 캠코더 액세서리,망원 변환 렌즈 X400,Silver,"259,344","563,964",9,20.00%,"5,075,676","2,334,096","2,741,580"
2567,2020-06-10,매장,신영상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,White,"196,800","429,600",5,20.00%,"2,148,000","984,000","1,164,000"
2568,2020-06-11,매장,베네디스,TV & 비디오,TV,"32"" LCD HDTV M130",White,"18,288","215,988",5,20.00%,"1,079,940","91,440","988,500"
2569,2020-06-11,매장,대진상사,휴대폰,터치 스크린 폰,펜 터치 스크린 폰 M320,Grey,"148,440","322,800",1,20.00%,"322,800","148,440","174,360"
2570,2020-06-11,매장,진흥,카메라 & 캠코더,캠코더,Trendsetter 1'' 25mm X400,Black,"113,124","246,000",2,20.00%,"492,000","226,248","265,752"
